ID,B
790,2011-03-09
791,2011-03-09
792,2011-03-09
793,2011-03-09
794,2011-03-09
795,2011-03-09
796,2011-03-09
797,2011-03-09
798,2011-03-09
799,2011-03-09
800,2011-03-09
801,2011-03-09
802,2011-03-09
803,2011-03-09
804,2011-03-09
805,2011-03-09
806,2011-03-09
807,2011-03-09
808,2011-03-09
809,2011-03-09
810,2011-03-09
811,2011-03-09
812,2011-03-09
813,2011-03-09
814,2011-03-09
815,2011-03-09
816,2011-03-09
895,2011-11-04
896,2011-11-04
897,2011-11-04
898,2011-11-04
899,2011-11-04
900,2011-11-04
901,2011-11-04
902,2011-11-04
903,2011-11-04
904,2011-10-28
905,2011-10-28
906,2011-10-28
907,2011-10-28
908,2011-10-13
909,2011-10-13
910,2011-10-13
911,2011-10-13
912,2011-10-13
913,2011-10-13
914,2011-10-13
915,2011-10-13
916,2012-04-02
917,2012-04-02
918,2012-04-02
919,2012-04-02
920,2012-04-02
921,2012-04-02
922,2012-04-02
923,2012-04-02
924,2012-04-02
925,2012-04-02
926,2012-04-02
927,2012-04-02
928,2012-04-02
929,2012-04-02
930,2012-03-09
931,2012-03-09
932,2012-03-09
933,2012-03-09
934,2012-03-09
935,2012-03-09
936,2012-03-09
937,2012-03-09
938,2012-03-09
939,2012-03-09
940,2012-03-09
941,2012-03-09
984,2012-06-19
985,2012-06-19
986,2012-06-19
987,2012-06-19
988,2012-06-19
989,2012-06-19
990,2012-06-19
991,2012-06-19
992,2012-06-19
993,2012-06-19
994,2012-06-19
995,2012-06-19
996,2012-06-19
997,2012-06-19
998,2012-06-19
999,2012-06-19
1000,2012-06-19
1001,2012-06-19
1002,2012-06-21
1003,2012-06-21
1004,2012-06-21
1005,2012-06-21
1006,2012-06-21
1007,2012-06-21
1008,2012-06-21
1009,2012-06-21
1010,2012-06-21
1011,2012-06-21
1012,2012-06-21
1013,2012-06-21
1014,2012-06-21
1015,2012-06-25
1016,2012-06-25
1017,2012-06-25
1018,2012-06-25
1019,2012-06-25
1020,2012-06-25
1021,2012-06-25
1022,2012-06-25
1023,2012-06-25
1024,2012-06-25
1025,2012-06-25
1026,2012-06-25
1027,2012-06-25
1028,2012-06-25
1029,2012-06-25
1030,2012-06-25
1031,2012-06-25
1032,2012-06-25
1033,2012-06-25
1034,2012-06-25
1035,2012-06-25
1036,2012-06-25
1037,2012-06-25
1038,2012-06-25
1039,2012-06-25
1040,2012-06-25
1041,2012-06-25
1042,2012-06-25
1043,2012-06-25
1044,2012-06-25
1045,2012-06-25
1046,2012-06-25
1047,2012-06-29
1048,2012-06-29
1049,2012-06-29
1050,2012-06-29
1051,2012-06-29
1052,2012-06-29
1053,2012-06-29
1054,2012-06-29
1055,2012-06-29
1056,2012-06-29
1057,2012-06-29
1058,2012-06-29
1059,2012-06-29
1060,2012-06-29
1061,2012-06-29
1062,2012-06-29
1063,2012-06-29
1064,2012-06-29
1065,2012-06-29
1066,2012-06-29
1067,2012-06-29
1068,2012-06-29
1069,2012-06-29
1070,2012-06-29
1071,2012-06-29
1072,2012-06-29
1073,2012-06-29
1074,2012-06-29
1075,2012-06-29
1076,2012-06-29
1077,2012-06-29
1078,2012-06-29
1079,2012-06-29
1080,2012-06-29
1081,2012-06-29
1082,2012-06-29
1083,2012-06-29
1084,2012-06-29
1085,2012-06-29
1086,2012-06-29
1087,2012-06-29
1088,2012-06-29
1089,2012-06-29
1090,2012-06-29
1091,2012-06-29
1092,2012-06-29
1093,2012-06-29
1094,2012-07-09
1095,2012-07-09
1096,2012-07-09
1097,2012-07-09
1098,2012-07-09
1099,2012-07-09
1100,2012-07-09
1101,2012-07-09
1102,2012-07-09
1103,2012-07-09
1104,2012-07-09
1105,2012-07-09
1106,2012-07-09
1107,2012-07-09
1108,2012-07-09
1109,2012-07-09
1110,2012-07-09
1111,2012-07-09
1112,2012-07-09
1113,2012-07-09
1114,2012-07-09
1115,2012-07-09
1116,2012-07-09
1117,2012-07-09
1118,2012-07-09
1119,2012-07-09
1120,2012-07-09
1121,2012-07-09
1122,2012-07-09
1123,2012-07-09
1124,2012-07-09
1125,2012-07-09
1126,2012-07-09
1127,2012-07-09
1176,2011-01-31
1177,2011-01-31
1178,2011-01-31
1179,2011-01-31
1180,2011-01-31
1181,2011-01-31
1182,2011-01-31
1183,2011-01-31
1184,2011-01-31
1185,2011-01-31
1186,2011-01-31
1187,2011-01-31
1188,2011-01-31
1189,2011-01-31
1190,2011-01-31
1191,2011-01-31
1192,2011-01-31
1193,2011-01-31
1194,2011-01-31
1195,2011-01-31
1196,2011-01-31
1197,2011-01-31
1198,2011-01-31
1199,2011-01-31
1200,2011-01-31
1201,2011-01-31
1202,2011-01-31
1203,2011-01-31
1204,2011-01-31
1205,2011-01-31
1206,2011-01-31
1207,2011-01-31
1208,2011-01-31
1209,2011-01-31
1210,2011-01-31
1211,2011-01-31
1212,2011-01-31
1213,2011-01-31
1214,2011-01-31
1215,2011-01-31
1216,2011-01-31
1217,2011-01-31
1218,2011-01-31
1219,2011-01-31
1220,2011-01-31
1221,2011-01-31
1222,2011-01-31
1223,2011-01-31
1224,2011-01-31
1225,2011-01-31
1226,2011-01-31
1227,2011-01-31
1228,2011-01-31
1229,2011-01-31
1230,2011-01-31
1231,2011-01-31
1232,2011-01-31
1233,2011-01-31
1234,2011-01-31
1235,2011-01-31
1236,2011-01-31
1237,2011-01-31
1238,2011-01-31
1239,2011-01-31
1240,2011-01-31
1241,2011-01-31
1242,2011-01-31
1243,2011-01-31
1244,2011-01-31
1245,2011-01-31
1246,2011-01-31
1247,2011-01-31
1248,2011-01-31
1249,2011-01-31
1250,2011-01-31
1251,2011-01-31
1252,2011-01-31
1253,2011-01-31
1254,2011-01-31
1255,2011-01-31
1256,2011-01-31
1257,2011-01-31
1258,2011-01-31
1259,2011-01-31
1260,2011-01-31
1261,2011-01-31
1262,2011-01-31
1263,2011-01-31
1264,2011-01-31
1265,2011-01-31
1266,2011-01-31
1267,2011-01-31
1268,2011-01-31
1269,2011-01-31
1270,2011-01-31
1271,2011-01-31
1272,2011-01-31
1273,2011-01-31
1274,2011-01-31
1275,2011-01-31
1276,2011-01-31
1277,2011-01-31
1278,2011-01-31
1279,2011-01-31
1280,2011-01-31
1281,2011-01-31
1282,2011-01-31
1283,2011-01-31
1284,2011-01-31
1285,2011-01-31
1286,2011-01-31
1287,2011-01-31
1288,2011-01-31
1289,2011-01-31
1290,2011-01-31
1291,2011-01-31
1292,2011-01-31
1293,2011-01-31
1294,2011-01-31
1295,2011-01-31
1296,2011-01-31
1297,2011-01-31
1298,2011-01-31
1299,2011-01-31
1300,2011-01-31
1301,2011-01-31
1302,2011-01-31
1303,2011-01-31
1304,2011-01-31
1305,2011-01-31
1306,2011-01-31
1307,2011-01-31
1308,2011-01-31
1309,2011-01-31
1310,2011-01-31
1311,2011-01-31
1312,2011-01-31
1313,2011-01-31
1314,2011-01-31
1315,2011-01-31
1316,2011-01-31
1317,2011-01-31
1318,2011-01-31
1319,2011-01-31
1320,2011-01-31
1321,2011-01-31
1322,2011-01-31
1323,2011-01-31
1324,2011-01-31
1325,2011-01-31
1326,2011-01-31
1327,2011-01-31
1328,2011-01-31
1329,2011-01-31
1330,2011-01-31
1331,2011-01-31
1332,2011-01-31
1333,2011-01-31
1334,2011-01-31
1335,2011-01-31
1336,2011-01-31
1337,2011-01-31
1338,2011-01-31
1339,2011-01-31
1340,2011-01-31
1341,2011-01-31
1342,2011-01-31
1343,2011-01-31
1344,2011-01-31
1345,2011-01-31
1346,2011-01-31
1347,2011-01-31
1348,2011-01-31
1349,2011-01-31
1350,2011-01-31
1351,2011-01-31
1352,2011-01-31
1353,2011-01-31
1354,2011-01-31
1355,2011-01-31
1356,2011-01-31
1357,2011-01-31
1358,2011-01-31
1359,2011-01-31
1360,2011-01-31
1361,2011-01-31
1362,2011-01-31
1363,2011-01-31
1364,2011-01-31
1365,2011-01-31
1366,2011-01-31
1367,2011-01-31
1368,2011-01-31
1369,2011-01-31
1370,2011-01-31
1371,2011-01-31
1372,2011-01-31
1373,2011-01-31
1374,2011-01-31
1375,2011-01-31
1376,2011-01-31
1377,2011-01-31
1378,2011-01-31
1379,2011-01-31
1380,2011-01-31
1381,2011-01-31
1382,2011-01-31
1383,2011-01-31
1384,2011-01-31
1385,2011-01-31
1386,2011-01-31
1387,2011-01-31
1388,2011-01-31
1389,2011-01-31
1390,2011-01-31
1391,2011-01-31
1392,2011-01-31
1393,2011-01-31
1394,2011-01-31
1395,2011-01-31
1396,2011-01-31
1397,2011-01-31
1398,2011-01-31
1399,2011-01-31
1400,2011-01-31
1401,2011-01-31
1402,2011-01-31
1403,2011-01-31
1404,2011-01-31
1405,2011-01-31
1406,2011-01-31
1407,2011-01-31
1408,2011-01-31
1409,2011-01-31
1410,2011-01-31
1411,2011-01-31
1413,2011-01-24
1414,2011-01-24
1415,2011-01-24
1416,2011-01-24
1417,2011-01-24
1418,2011-01-24
1419,2011-01-24
1420,2011-01-24
1421,2011-01-24
1422,2011-01-24
1423,2011-01-24
1424,2011-01-24
1425,2011-01-24
1426,2011-01-24
1427,2011-01-24
1428,2011-01-24
1429,2011-01-24
1430,2011-01-24
1431,2011-01-24
1432,2011-01-24
1433,2011-01-24
1434,2011-01-24
1435,2011-01-24
1436,2011-01-24
1437,2011-01-24
1438,2011-01-24
1439,2011-01-24
1440,2011-01-24
1441,2011-01-24
1442,2011-01-24
1443,2011-06-10
1444,2011-06-10
1445,2011-06-10
1446,2011-06-10
1447,2011-06-10
1448,2011-06-10
1449,2011-06-10
1450,2011-06-10
1451,2011-06-10
1452,2011-06-10
1453,2011-06-10
1454,2011-06-10
1455,2011-06-10
1456,2011-06-10
1457,2011-06-10
1458,2011-06-10
1459,2011-06-10
1460,2011-06-10
1461,2011-06-10
1462,2011-06-10
1463,2011-06-10
1464,2011-06-10
1465,2011-06-10
1466,2011-06-10
1467,2011-06-10
1468,2011-06-10
1469,2011-06-10
1470,2011-06-10
1471,2011-06-10
1472,2011-06-10
1473,2011-06-10
1474,2011-06-10
1475,2011-06-07
1476,2011-06-07
1477,2011-06-07
1478,2011-06-07
1479,2011-06-07
1480,2011-06-07
1481,2011-06-07
1482,2011-06-07
1483,2011-06-07
1484,2011-06-07
1485,2011-06-07
1486,2011-06-07
1487,2011-06-07
1488,2011-06-07
1489,2011-06-07
1490,2011-06-07
1491,2011-06-07
1492,2011-06-07
1493,2011-06-07
1494,2011-06-07
1495,2011-06-07
1496,2011-06-07
1497,2011-06-07
1498,2011-06-07
1499,2011-06-07
1500,2011-06-07
1501,2011-06-07
1502,2011-06-07
1503,2011-06-07
1504,2011-06-07
1505,2011-06-07
1506,2011-06-07
1507,2011-06-07
1508,2011-06-07
1509,2011-06-07
1510,2011-06-07
1511,2011-06-07
1512,2011-06-07
1513,2011-06-07
1514,2011-06-07
1515,2011-06-07
1516,2011-06-07
1517,2011-06-07
1518,2011-06-07
1519,2011-06-07
1520,2011-06-07
1521,2011-06-07
1522,2011-03-09
1523,2011-03-09
1524,2011-03-09
1525,2011-03-09
1526,2011-03-09
1527,2011-03-09
1528,2011-03-09
1529,2011-03-09
1530,2011-03-09
1531,2011-03-09
1532,2011-03-09
1533,2011-03-09
1534,2011-03-09
1535,2011-03-09
1536,2011-03-09
1537,2011-03-09
1538,2011-03-09
1539,2011-03-09
1540,2011-03-09
1541,2011-03-09
1542,2011-03-09
1543,2011-03-09
1544,2011-03-09
1545,2011-03-09
1546,2011-03-09
1547,2011-03-09
1548,2011-03-09
1549,2011-03-09
1550,2011-03-09
1551,2011-03-09
1552,2011-03-09
1553,2011-03-09
1554,2011-03-09
1555,2011-03-09
